,index,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,director
2063,2063,21500000,Drama Thriller Mystery,1073,en,Arlington Road,12.819447,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Arlington Road Productions Corporation"", ""id"": 22512}, {""name"": ""Gorai / Samuelson Productions"", ""id"": 22513}, {""name"": ""Samuelson Productions"", ""id"": 22514}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-19,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Arlington Road,7.0,239,Jeff Bridges Tim Robbins Joan Cusack Hope Davis Robert Gossett,Mark Pellington
2064,2064,22000000,Animation Adventure Romance,153158,es,Metegol,14.866351000000002,"[{""name"": ""100 Bares"", ""id"": 5517}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""Televisi\u00f3n Federal (Telefe)"", ""id"": 21915}, {""name"": ""369 Productions"", ""id"": 22128}, {""name"": ""Catmandu Branded Entertainment"", ""id"": 22130}, {""name"": ""JEMPSA"", ""id"": 22133}, {""name"": ""Plural - Jempsa"", ""id"": 22134}, {""name"": ""Prana Animation Studios"", ""id"": 22135}]","[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2013-07-18,24000000,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Underdogs,6.0,122,Juan Jos\u00e9 Campanella Diego Ramos Pablo Rago Axel Kuschevatzky David Masajnik,Juan Jos\u00e9 Campanella
2065,2065,17000000,Romance Comedy,81836,en,To Rome with Love,15.013386,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Medusa Film"", ""id"": 6246}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Perdido Productions"", ""id"": 12966}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-20,73244881,111,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To Rome with Love,5.6,546,Ellen Page Woody Allen Jesse Eisenberg Pen\u00e9lope Cruz Alec Baldwin,Woody Allen
2066,2066,18000000,Science Fiction Action Adventure Thriller,10724,en,Firefox,8.700565,"[{""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-06-13,70687344,136,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Firefox,5.5,139,Clint Eastwood Freddie Jones David Huffman Warren Clarke Ronald Lacey,Clint Eastwood
2067,2067,21000000,Animation Comedy Music,9473,en,"South Park: Bigger, Longer & Uncut",27.197799,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Comedy Central"", ""id"": 1538}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Comedy Central Films"", ""id"": 7480}, {""name"": ""Comedy Partners"", ""id"": 45852}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-30,0,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"South Park: Bigger, Longer & Uncut",7.1,893,Trey Parker Matt Stone Mary Kay Bergman Isaac Hayes George Clooney,Trey Parker
2068,2068,9000000,Comedy Drama,2196,en,Death at a Funeral,20.410354,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Parabolic Pictures"", ""id"": 1012}, {""name"": ""Stable Way Entertainment"", ""id"": 1013}, {""name"": ""Target Media Entertainment"", ""id"": 1014}, {""name"": ""VIP 2 Medienfonds"", ""id"": 3801}, {""name"": ""VIP 1 Medienfonds"", ""id"": 10760}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-02-09,46,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Death at a Funeral,6.9,497,Matthew Macfadyen Keeley Hawes Andy Nyman Ewen Bremner Daisy Donovan,Frank Oz
2069,2069,21000000,Action Adventure Comedy Family Fantasy,1499,en,Teenage Mutant Ninja Turtles III,10.207065,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-03-17,42000000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Teenage Mutant Ninja Turtles III,5.1,184,Paige Turco Stuart Wilson Sab Shimono Vivian Wu Mark Caso,Stuart Gillard
2070,2070,32000000,Comedy Romance,20857,en,Hardball,5.683281,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GHS Productions KG"", ""id"": 3858}, {""name"": ""Munich Film Partners & Company (MFP) GHS Productions"", ""id"": 3859}, {""name"": ""Nides/McCormick Productions"", ""id"": 3860}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-14,40222729,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hardball,6.3,123,Keanu Reeves Diane Lane Michael B. Jordan D. B. Sweeney John Hawkes,Brian Robbins
2071,2071,21000000,Drama Comedy Romance,82693,en,Silver Linings Playbook,63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-08,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Silver Linings Playbook,6.9,4742,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver Chris Tucker,David O. Russell
2072,2072,21000000,Crime Drama,1646,en,Freedom Writers,17.746980999999995,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-05,41170784,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Freedom Writers,7.5,356,Hilary Swank Scott Glenn Imelda Staunton Patrick Dempsey Mario,Richard LaGravenese
2073,2073,0,Drama,44944,en,For Colored Girls,1.934524,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-05,37000000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,For Colored Girls,7.0,22,Kimberly Elise Janet Jackson Loretta Devine Thandie Newton Anika Noni Rose,Tyler Perry
2074,2074,21000000,Action Crime Thriller,4108,en,The Transporter,34.433521,"[{""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-10-02,43928932,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Transporter,6.6,1692,Jason Statham Shu Qi Fran\u00e7ois Berl\u00e9and Matt Schulze Ric Young,Louis Leterrier
2075,2075,20000000,Drama Action,8456,en,Never Back Down,26.21425,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Baumgarten Management and Productions (BMP)"", ""id"": 23423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-03-04,41627431,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Back Down,6.4,497,Sean Faris Amber Heard Cam Gigandet Djimon Hounsou Evan Peters,Jeff Wadlow
2076,2076,21000000,Horror Thriller Science Fiction,7341,en,The Rage: Carrie 2,4.781537999999999,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Red Bank Films"", ""id"": 2229}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-11,17762705,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Rage: Carrie 2,5.1,76,Emily Bergl Jason London Amy Irving J. Smith-Cameron Dylan Bruno,Katt Shea
2077,2077,17000000,Drama Comedy Romance,19255,en,Away We Go,10.13559,"[{""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Big Beach Films"", ""id"": 12808}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-05,14899417,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Away We Go,6.7,189,John Krasinski Maya Rudolph Carmen Ejogo Catherine O'Hara Jeff Daniels,Sam Mendes
2078,2078,21000000,Drama Comedy,10187,en,Swing Vote,5.815881,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-01,17600000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Swing Vote,5.8,65,Kevin Costner Madeline Carroll Paula Patton Kelsey Grammer Dennis Hopper,Joshua Michael Stern
2079,2079,21000000,Romance Drama,31005,en,Moonlight Mile,8.982335,"[{""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Reveal Entertainment"", ""id"": 41251}, {""name"": ""Gran Via"", ""id"": 41252}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-09,10011050,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Moonlight Mile,6.5,52,Jake Gyllenhaal Dustin Hoffman Susan Sarandon Aleksia Landeau Ellen Pompeo,Brad Silberling
2080,2080,30000000,Drama Thriller Mystery,49517,en,Tinker Tailor Soldier Spy,33.649652,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Kinowelt Filmproduktion"", ""id"": 2051}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Karla Films"", ""id"": 23697}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-09-16,0,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Tinker Tailor Soldier Spy,6.6,840,John Hurt Gary Oldman Kathy Burke Benedict Cumberbatch Colin Firth,Tomas Alfredson
2081,2081,0,Drama Comedy Romance,44857,en,Molly,2.636193,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Absolute Entertainment (II)"", ""id"": 67883}, {""name"": ""Cockamamie"", ""id"": 67884}, {""name"": ""Heckerling-Caplan"", ""id"": 67885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-22,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Molly,5.5,14,Elisabeth Shue Aaron Eckhart Jill Hennessy Thomas Jane D.W. Moffett,John Duigan
2082,2082,21000000,Drama,50780,en,The Beaver,13.847872,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Anonymous Content"", ""id"": 10039}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-11,970816,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Beaver,6.3,276,Jodie Foster Mel Gibson Jennifer Lawrence Anton Yelchin Zachary Booth,Jodie Foster
2083,2083,35000000,Comedy,16363,en,The Best Little Whorehouse in Texas,4.189378,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""RKO"", ""id"": 5902}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-07-23,69701637,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Best Little Whorehouse in Texas,5.9,41,Burt Reynolds Dolly Parton Dom DeLuise Charles Durning Jim Nabors,Colin Higgins
2084,2084,15000000,Action Thriller Science Fiction Horror,1946,en,eXistenZ,21.928025,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""The Movie Network"", ""id"": 808}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique"", ""id"": 809}, {""name"": ""Canadian Television Fund"", ""id"": 20170}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1999-04-14,2856712,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,eXistenZ,6.7,475,Jennifer Jason Leigh Jude Law Ian Holm Willem Dafoe Don McKellar,David Cronenberg
2085,2085,18000000,Adventure Action,85,en,Raiders of the Lost Ark,68.159596,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-06-12,389925971,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ne"", ""name"": """"}]",Released,Raiders of the Lost Ark,7.7,3854,Harrison Ford Karen Allen Paul Freeman Ronald Lacey John Rhys-Davies,Steven Spielberg
2086,2086,18000000,Comedy Family Adventure Crime,772,en,Home Alone 2: Lost in New York,81.487685,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-19,358991681,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Home Alone 2: Lost in New York,6.3,2395,Macaulay Culkin Joe Pesci Catherine O'Hara Daniel Stern John Heard,Chris Columbus
2087,2087,20000000,Science Fiction Drama,840,en,Close Encounters of the Third Kind,52.45650500000001,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""EMI Films"", ""id"": 8263}, {""name"": ""Julia Phillips and Michael Phillips Productions"", ""id"": 11458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-11-16,303788635,135,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Close Encounters of the Third Kind,7.2,1098,Richard Dreyfuss Fran\u00e7ois Truffaut Teri Garr Melinda Dillon Bob Balaban,Steven Spielberg
2088,2088,38000000,Horror Thriller,9682,en,Pulse,9.662715,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-11,29907685,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Pulse,5.0,150,Kristen Bell Ian Somerhalder Christina Milian Rick Gonzalez Jonathan Tucker,Jim Sonzero
2089,2089,20000000,Action Comedy Crime,96,en,Beverly Hills Cop II,25.28436,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-05-18,299965036,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beverly Hills Cop II,6.1,613,Eddie Murphy Judge Reinhold John Ashton Ronny Cox Paul Reiser,Tony Scott
2090,2090,20000000,Comedy,10678,en,Bringing Down the House,8.351385,"[{""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-07,132675402,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Bringing Down the House,5.4,183,Steve Martin Queen Latifah Eugene Levy Joan Plowright Jean Smart,Adam Shankman
2091,2091,19000000,Crime Drama Thriller,274,en,The Silence of the Lambs,18.174804,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Strong Heart/Demme Production"", ""id"": 55072}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-02-01,272742922,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Silence of the Lambs,8.1,4443,Jodie Foster Anthony Hopkins Scott Glenn Ted Levine Anthony Heald,Jonathan Demme
2092,2092,20000000,Music Comedy,8872,en,Wayne's World,21.815122,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-02-14,121697323,94,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wayne's World,6.5,728,Mike Myers Dana Carvey Rob Lowe Tia Carrere Lara Flynn Boyle,Penelope Spheeris
2093,2093,20000000,Comedy Documentary Action,16290,en,Jackass 3D,20.99174,"[{""name"": ""MTV Films"", ""id"": 746}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",2010-10-15,117224271,94,"[{""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jackass 3D,6.4,428,Johnny Knoxville Bam Margera Ryan Dunn Steve-O Chris Pontius,Jeff Tremaine
2094,2094,20000000,Horror Thriller,579,en,Jaws 2,19.636044,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-06-16,187884007,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jaws 2,5.9,406,Roy Scheider Lorraine Gary Murray Hamilton Joseph Mascolo Jeffrey Kramer,Jeannot Szwarc
2095,2095,20000000,Adventure Comedy Family,14405,en,Beverly Hills Chihuahua,12.25264,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,149281606,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beverly Hills Chihuahua,4.9,209,Drew Barrymore Piper Perabo Andy Garc\u00eda George Lopez Paul Rodr\u00edguez,Raja Gosnell
2096,2096,13000000,Horror Thriller,138843,en,The Conjuring,49.975409,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-18,318000141,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Conjuring,7.4,3092,Patrick Wilson Vera Farmiga Lili Taylor Ron Livingston Shanley Caswell,James Wan
2097,2097,32000000,Adventure Comedy Family Romance,11637,en,Are We There Yet?,13.590677,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Cube Vision"", ""id"": 2780}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-20,97918663,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are We There Yet?,5.2,221,Ice Cube Nia Long Aleisha Allen Philip Bolden Jay Mohr,Brian Levant
2098,2098,20000000,Comedy,226486,en,Tammy,21.657563,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-02,100525432,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tammy,5.0,500,Melissa McCarthy Susan Sarandon Kathy Bates Allison Janney Dan Aykroyd,Ben Falcone
